epoca,data,resultado,competicao,fase,time,mando,adversario,placar,minutos,gols_no_jogo,jogo,gols_acumulados
1970/71,1971-09-25,V,D1,R3,Benfica,(F),Vitória FC,1-3,90,0,380,417
1970/71,1971-09-28,V,UCL,1R,Benfica,(C),Wacker Innsbruck 1915,3-1,90,0,381,417
1970/71,1971-10-02,V,D1,R4,Benfica,(C),Beira-Mar,2-1,90,0,382,417
1970/71,1971-10-12,D,EE,5,Portugal,(F),Escócia,2-1,45,0,383,417
1970/71,1971-10-20,V,UCL,2R,Benfica,(C),CSKA Sofia,2-1,90,0,384,417
1970/71,1971-10-23,V,D1,R6,Benfica,(C),Belenenses,1-0,90,0,385,417
1970/71,1971-10-30,V,D1,R7,Benfica,(C),U. Tomar,3-0,90,0,386,417
1970/71,1971-11-03,E,UCL,2R,Benfica,(F),CSKA Sofia,0-0,90,0,387,417
1970/71,1971-11-07,E,D1,R8,Benfica,(F),Boavista FC,2-2,90,2,388,419
1970/71,1971-11-20,E,EE,5,Portugal,(C),Bélgica,1-1,90,0,389,419
1970/71,1971-12-05,V,D1,R10,Benfica,(F),Atlético CP,1-5,90,0,390,419
1970/71,1971-12-12,V,D1,R11,Benfica,(C),Leixões,6-0,90,1,391,420
1970/71,1971-12-19,V,D1,R12,Benfica,(F),Académica OAF,0-3,90,1,392,421
1970/71,1971-12-22,V,D1,R13,Benfica,(C),Vitória SC,3-0,70,2,393,423
1970/71,1972-01-01,V,D1,R14,Benfica,(F),Sporting,0-3,56,1,394,424
1970/71,1972-01-29,V,D1,R17,Benfica,(F),Fabril Barreiro,0-2,73,0,395,424
1970/71,1972-02-05,E,D1,R18,Benfica,(C),Vitória FC,0-0,90,0,396,424
1970/71,1972-02-12,V,D1,R19,Benfica,(F),Beira-Mar,1-3,75,0,397,424
1970/71,1972-02-19,V,D1,R20,Benfica,(C),Tirsense,7-0,90,2,398,426
1970/71,1972-02-26,V,D1,R21,Benfica,(F),Belenenses,0-1,90,0,399,426
1970/71,1972-03-05,V,TP,1/16,Benfica,(C),União 1919,1-0,45,0,400,426
1970/71,1972-03-07,D,UCL,QF,Benfica,(F),Feyenoord,1-0,90,0,401,426
1970/71,1972-03-21,V,UCL,QF,Benfica,(C),Feyenoord,5-1,90,0,402,426
1970/71,1972-03-25,D,D1,R24,Benfica,(F),Barreirense,1-0,90,0,403,426
1972/73,1972-03-29,V,ECM,6,Portugal,(C),Chipre,4-0,58,0,404,426
1970/71,1972-04-04,D,UCL,SF,Benfica,(F),Ajax,1-0,90,0,405,426
1970/71,1972-04-08,V,D1,R25,Benfica,(C),Atlético CP,5-1,90,1,406,427
1970/71,1972-04-12,V,TP,1/8,Benfica,(C),Marinhense,5-1,90,3,407,430
1970/71,1972-04-15,V,D1,R26,Benfica,(F),Leixões,0-1,90,0,408,430
1970/71,1972-04-18,E,UCL,SF,Benfica,(C),Ajax,0-0,90,0,409,430
1970/71,1972-04-23,V,TP,QF,Benfica,(F),CD Cova Piedade,3-6,90,2,410,432
1970/71,1972-04-30,V,TP,SF,Benfica,(C),FC Porto,6-0,90,0,411,432
1970/71,1972-05-06,V,D1,R27,Benfica,(C),Académica OAF,3-1,90,0,412,432
1970/71,1972-05-13,V,D1,R28,Benfica,(F),Vitória SC,1-3,90,1,413,433
1970/71,1972-05-20,V,D1,R29,Benfica,(C),Sporting,2-1,90,2,414,435
1970/71,1972-05-27,V,D1,R30,Benfica,(F),Farense,2-5,90,3,415,438
1970/71,1972-06-04,V,TP,F,Benfica,(N),Sporting,3-2 (a.p.),120,3,416,441
1970/71,1972-06-11,V,TI,2,Portugal,(N),Equador,3-0,90,1,417,442
1970/71,1972-06-14,V,TI,2,Portugal,(N),Irã,3-0,90,1,418,443
1970/71,1972-06-18,V,TI,2,Portugal,(N),Chile,4-1,90,1,419,444
1970/71,1972-06-24,V,TI,2,Portugal,(N),Rep. Irlanda,2-1,90,0,420,444
1970/71,1972-06-28,V,TI,B,Portugal,(N),Argentina,3-1,90,1,421,445
1970/71,1972-07-01,E,TI,B,Portugal,(N),Uruguai,1-1,90,0,422,445
1970/71,1972-07-05,V,TI,B,Portugal,(N),União Soviética,1-0,75,0,423,445
1970/71,1972-07-09,D,TI,F,Portugal,(F),Brasil,1-0,90,0,424,445
1971/72,1972-09-09,V,D1,R1,Benfica,(C),Leixões,6-0,90,3,425,448
1971/72,1972-09-12,D,UCL,1R,Benfica,(F),Malmö,1-0,90,0,426,448
1971/72,1972-09-17,V,D1,R2,Benfica,(F),Boavista FC,1-3,90,2,427,450
1971/72,1972-09-23,V,D1,R3,Benfica,(C),Beira-Mar,9-0,90,3,428,453
1971/72,1972-09-26,V,UCL,1R,Benfica,(C),Malmö,4-1,90,2,429,455
1971/72,1972-09-30,V,D1,R4,Benfica,(F),União 1919,0-4,90,1,430,456
1971/72,1972-10-07,V,D1,R5,Benfica,(C),Sporting,4-1,90,4,431,460
1971/72,1972-10-14,V,D1,R6,Benfica,(F),Barreirense,0-3,90,0,432,460
1971/72,1972-10-21,V,D1,R7,Benfica,(C),Belenenses,5-0,90,3,433,463
1971/72,1972-10-25,D,UCL,2R,Benfica,(F),Derby County,3-0,90,0,434,463
1971/72,1972-10-28,V,D1,R8,Benfica,(F),Vitória FC,0-1,87,0,435,463
1971/72,1972-11-07,E,UCL,2R,Benfica,(C),Derby County,0-0,90,0,436,463
1971/72,1972-11-11,V,D1,R10,Benfica,(F),U. Tomar,0-2,90,1,437,464
1971/72,1972-11-25,V,D1,R12,Benfica,(F),Vitória SC,1-2,90,0,438,464
1971/72,1972-12-03,V,D1,R13,Benfica,(F),Fabril Barreiro,0-1,90,1,439,465
1971/72,1972-12-09,V,D1,R14,Benfica,(C),Atlético CP,2-0,90,1,440,466
1971/72,1972-12-17,V,D1,R15,Benfica,(F),Montijo,0-1,90,1,441,467
1971/72,1972-12-30,V,D1,R16,Benfica,(F),Leixões,1-5,90,1,442,468
1971/72,1973-01-06,V,D1,R17,Benfica,(C),Boavista FC,4-1,90,1,443,469
1971/72,1973-01-13,V,D1,R18,Benfica,(F),Beira-Mar,1-2,90,0,444,469
1971/72,1973-01-20,V,D1,R19,Benfica,(C),União 1919,6-1,90,2,445,471
1971/72,1973-01-27,V,D1,R20,Benfica,(F),Sporting,1-2,90,0,446,471
1971/72,1973-02-20,V,D1,R21,Benfica,(C),Barreirense,3-0,90,0,447,471
1971/72,1973-02-24,V,D1,R22,Benfica,(F),Belenenses,0-2,90,1,448,472
1971/72,1973-03-02,V,AMI,JA,Portugal,(F),França,1-2,90,2,449,474
1971/72,1973-03-10,V,D1,R23,Benfica,(C),Vitória FC,3-0,90,1,450,475
1972/73,1973-03-27,E,ECM,6,Portugal,(F),Irlanda do Norte,1-1,90,1,451,476
1971/72,1973-03-31,E,D1,R24,Benfica,(F),FC Porto,2-2,90,1,452,477
1971/72,1973-04-08,D,TP,1/8,Benfica,(F),Leixões,2-0,90,0,453,477
1971/72,1973-04-14,V,D1,R25,Benfica,(C),U. Tomar,2-1,90,2,454,479
1971/72,1973-04-21,V,D1,R26,Benfica,(F),Farense,0-5,90,2,455,481
1972/73,1973-05-01,D,ECM,6,Portugal,(F),Bulgária,2-1,90,0,456,481
1971/72,1973-05-12,V,D1,R27,Benfica,(C),Vitória SC,8-0,90,3,457,484
1971/72,1973-05-19,V,D1,R28,Benfica,(C),Fabril Barreiro,2-0,90,2,458,486
1971/72,1973-06-02,E,D1,R29,Benfica,(F),Atlético CP,0-0,90,0,459,486
1971/72,1973-06-09,V,D1,R30,Benfica,(C),Montijo,6-0,90,4,460,490
1972/73,1973-09-16,V,D1,R2,Benfica,(C),Leixões,3-0,90,1,461,491
1972/73,1973-09-19,V,UCL,1R,Benfica,(C),Olympiacos,1-0,90,0,462,491
1972/73,1973-09-22,V,D1,R3,Benfica,(F),Belenenses,1-2,90,0,463,491
1972/73,1973-09-29,V,D1,R4,Benfica,(C),Oriental,2-0,90,1,464,492
1972/73,1973-10-02,V,UCL,1R,Benfica,(F),Olympiacos,0-1,90,0,465,492
1972/73,1973-10-06,E,D1,R5,Benfica,(F),Farense,0-0,90,0,466,492
1972/73,1973-10-12,E,ECM,6,Portugal,(C),Bulgária,2-2,28,0,467,492
1972/73,1973-10-24,E,UCL,2R,Benfica,(C),Újpest FC,1-1,30,1,468,493
1972/73,1973-11-03,V,D1,R8,Benfica,(C),FC Porto,2-1,90,1,469,494
1972/73,1973-11-07,D,UCL,2R,Benfica,(F),Újpest FC,2-0,90,0,470,494
1972/73,1973-11-17,E,D1,R9,Benfica,(F),Vitória SC,0-0,90,0,471,494
1972/73,1973-11-24,V,D1,R10,Benfica,(C),Beira-Mar,2-0,90,1,472,495
1972/73,1973-12-01,V,D1,R11,Benfica,(C),Sporting,2-0,90,2,473,497
1972/73,1973-12-08,D,D1,R12,Benfica,(F),Académica OAF,2-0,90,0,474,497
1972/73,1973-12-15,V,D1,R13,Benfica,(C),Olhanense,4-1,90,2,475,499
1972/73,1973-12-22,E,D1,R14,Benfica,(F),Barreirense,0-0,90,0,476,499
1972/73,1974-01-19,V,D1,R18,Benfica,(C),Belenenses,3-1,90,2,477,501
1972/73,1974-01-26,V,D1,R19,Benfica,(F),Oriental,1-3,60,0,478,501
1972/73,1974-02-16,V,D1,R20,Benfica,(C),Farense,1-0,90,1,479,502
1972/73,1974-02-23,V,D1,R21,Benfica,(F),Fabril Barreiro,0-2,90,2,480,504
1972/73,1974-03-03,V,D1,R22,Benfica,(C),Montijo,5-1,67,1,481,505
1972/73,1974-03-09,D,D1,R23,Benfica,(F),FC Porto,2-1,90,1,482,506
1972/73,1974-03-15,V,D1,R24,Benfica,(C),Vitória SC,5-1,68,0,483,506
1972/73,1974-03-24,E,D1,R25,Benfica,(F),Beira-Mar,1-1,31,0,484,506
1972/73,1974-05-11,V,D1,R29,Benfica,(C),Barreirense,4-0,90,1,485,507
1972/73,1974-05-15,E,D1,R30,Benfica,(F),Vitória FC,2-2,90,0,486,507
1972/73,1974-05-25,V,TP,QF,Benfica,(F),Farense,0-4,45,1,487,508
1972/73,1974-06-02,V,TP,SF,Benfica,(F),FC Porto,0-3,45,1,488,509
1972/73,1974-06-09,D,TP,F,Benfica,(N),Sporting,2-1 (a.p.),75,0,489,509
1973/74,1974-09-10,V,D1,R1,Benfica,(C),Belenenses,4-0,55,1,490,510
1973/74,1974-10-18,D,D1,R7,Benfica,(C),FC Porto,0-1,90,0,491,510
1973/74,1974-10-23,E,TT,2R,Benfica,(F),FC Carl Zeiss Jena,1-1,90,0,492,510
1973/74,1974-10-26,V,D1,R8,Benfica,(F),SC Espinho,1-2,90,0,493,510
1973/74,1974-11-02,V,D1,R9,Benfica,(C),Vitória SC,3-0,55,0,494,510
1973/74,1974-11-06,E,TT,2R,Benfica,(C),FC Carl Zeiss Jena,0-0,77,0,495,510
1973/74,1975-02-22,V,D1,R23,Benfica,(C),SC Espinho,2-0,90,0,496,510
1973/74,1975-03-01,V,D1,R24,Benfica,(F),Vitória SC,0-1,76,0,497,510
1973/74,1975-03-04,E,TT,QF,Benfica,(F),PSV,0-0,90,0,498,510
1973/74,1975-03-15,V,D1,R25,Benfica,(C),Fabril Barreiro,1-0,90,0,499,510
1973/74,1975-03-18,D,TT,QF,Benfica,(C),PSV,1-2,90,0,500,510
1973/74,1975-03-23,D,D1,R26,Benfica,(F),Vitória FC,2-1,90,1,501,511
1973/74,1975-03-29,V,D1,R27,Benfica,(C),Oriental,4-0,90,0,502,511
1976,1976-12-11,D,D1,R10,Beira-Mar,(C),Boavista FC,1-2,90,0,503,511
1976,1976-12-18,D,D1,R11,Beira-Mar,(F),Belenenses,3-0,61,0,504,511
1976,1976-12-29,D,D1,R9,Beira-Mar,(F),Vitória FC,5-3,90,1,505,512
1976,1977-01-04,E,D1,R12,Beira-Mar,(C),Benfica,2-2,75,0,506,512
1976,1977-01-08,D,D1,R13,Beira-Mar,(F),Vitória SC,4-1,64,0,507,512
1976,1977-01-15,E,D1,R14,Beira-Mar,(C),Portimonense,2-2,90,1,508,513
1976,1977-01-22,V,D1,R15,Beira-Mar,(F),Leixões,0-1,51,0,509,513
1976,1977-01-29,E,D1,R16,Beira-Mar,(C),Varzim,0-0,45,0,510,513
1976,1977-02-12,D,D1,R18,Beira-Mar,(C),FC Porto,0-3,90,0,511,513
1976,1977-02-26,D,D1,R19,Beira-Mar,(F),Atlético CP,4-1,90,0,512,513
1976,1977-03-05,E,D1,R20,Beira-Mar,(C),Sporting,1-1,90,1,513,514
1976,1977-03-19,D,D1,R21,Beira-Mar,(F),SC Braga,3-0,45,0,514,514
