epoca,data,resultado,competicao,fase,time,mando,adversario,placar,minutos,gols_no_jogo,jogo,gols_acumulados
2021/22,2021-11-03,E,UCL,A,PSG,(F),RB Leipzig,2-2,90,0,305,191
2021/22,2021-11-06,V,D1,R13,PSG,(F),Bordeaux,2-3,87,1,306,192
2020/21,2021-11-13,V,ECM,D,França,(C),Cazaquistão,8-0,88,4,307,196
2020/21,2021-11-16,V,ECM,D,França,(F),Finlândia,0-2,90,1,308,197
2021/22,2021-11-20,V,D1,R14,PSG,(C),Nantes,3-1,90,1,309,198
2021/22,2021-11-24,D,UCL,A,PSG,(F),Manchester City,2-1,90,1,310,199
2021/22,2021-11-28,V,D1,R15,PSG,(F),Saint-Étienne,1-3,90,0,311,199
2021/22,2021-12-01,E,D1,R16,PSG,(C),Nice,0-0,90,0,312,199
2021/22,2021-12-04,E,D1,R17,PSG,(F),Lens,1-1,20,0,313,199
2021/22,2021-12-07,V,UCL,A,PSG,(C),Club Brugge,4-1,83,2,314,201
2021/22,2021-12-12,V,D1,R18,PSG,(C),Monaco,2-0,88,2,315,203
2021/22,2021-12-19,V,CF,1/32,PSG,(F),EFA FC,0-3,90,2,316,205
2021/22,2022-01-03,V,CF,1/16,PSG,(F),Vannes OC,0-4,90,3,317,208
2021/22,2022-01-09,E,D1,R20,PSG,(F),Lyon,1-1,90,0,318,208
2021/22,2022-01-15,V,D1,R21,PSG,(C),Brest,2-0,90,1,319,209
2021/22,2022-01-23,V,D1,R22,PSG,(C),Stade de Reims,4-0,77,0,320,209
2021/22,2022-01-31,E,CF,1/8,PSG,(C),Nice,0-0 (5-6)g.p.,26,0,321,209
2021/22,2022-02-06,V,D1,R23,PSG,(F),Lille,1-5,90,1,322,210
2021/22,2022-02-11,V,D1,R24,PSG,(C),Rennes,1-0,90,1,323,211
2021/22,2022-02-15,V,UCL,1/8,PSG,(C),Real Madrid,1-0,90,1,324,212
2021/22,2022-02-19,D,D1,R25,PSG,(F),Nantes,3-1,90,0,325,212
2021/22,2022-02-26,V,D1,R26,PSG,(C),Saint-Étienne,3-1,83,2,326,214
2021/22,2022-03-09,D,UCL,1/8,PSG,(F),Real Madrid,3-1,90,1,327,215
2021/22,2022-03-13,V,D1,R28,PSG,(C),Bordeaux,3-0,90,1,328,216
2021/22,2022-03-20,D,D1,R29,PSG,(F),Monaco,3-0,90,0,329,216
2021/22,2022-03-29,V,AMI,JA,França,(C),África do Sul,5-0,90,2,330,218
2021/22,2022-04-03,V,D1,R30,PSG,(C),FC Lorient,5-1,90,2,331,220
2021/22,2022-04-09,V,D1,R31,PSG,(F),Clermont,1-6,90,3,332,223
2021/22,2022-04-17,V,D1,R32,PSG,(C),Marseille,2-1,90,1,333,224
2021/22,2022-04-20,V,D1,R33,PSG,(F),Angers,0-3,90,1,334,225
2021/22,2022-04-23,E,D1,R34,PSG,(C),Lens,1-1,90,0,335,225
2021/22,2022-04-29,E,D1,R35,PSG,(F),Strasbourg,3-3,90,2,336,227
2021/22,2022-05-08,E,D1,R36,PSG,(C),Troyes,2-2,90,0,337,227
2021/22,2022-05-14,V,D1,R37,PSG,(F),Montpellier,0-4,90,1,338,228
2021/22,2022-05-21,V,D1,R38,PSG,(C),Metz,5-0,90,3,339,231
2022/23,2022-06-03,D,UNL,1,França,(C),Dinamarca,1-2,45,0,340,231
2022/23,2022-06-10,E,UNL,1,França,(F),Áustria,1-1,27,1,341,232
2022/23,2022-06-13,D,UNL,1,França,(C),Croácia,0-1,90,0,342,232
2022/23,2022-08-13,V,D1,R2,PSG,(C),Montpellier,5-2,86,1,343,233
2022/23,2022-08-21,V,D1,R3,PSG,(F),Lille,1-7,90,3,344,236
2022/23,2022-08-28,E,D1,R4,PSG,(C),Monaco,1-1,90,0,345,236
2022/23,2022-08-31,V,D1,R5,PSG,(F),Toulouse,0-3,90,1,346,237
2022/23,2022-09-03,V,D1,R6,PSG,(F),Nantes,0-3,63,2,347,239
2022/23,2022-09-06,V,UCL,H,PSG,(C),Juventus,2-1,90,2,348,241
2022/23,2022-09-10,V,D1,R7,PSG,(C),Brest,1-0,78,0,349,241
2022/23,2022-09-14,V,UCL,H,PSG,(F),Maccabi Haifa,1-3,90,1,350,242
2022/23,2022-09-18,V,D1,R8,PSG,(F),Lyon,0-1,90,0,351,242
2022/23,2022-09-22,V,UNL,1,França,(C),Áustria,2-0,90,1,352,243
2022/23,2022-09-25,D,UNL,1,França,(F),Dinamarca,2-0,90,0,353,243
2022/23,2022-10-01,V,D1,R9,PSG,(C),Nice,2-1,31,1,354,244
2022/23,2022-10-05,E,UCL,H,PSG,(F),Benfica,1-1,90,0,355,244
2022/23,2022-10-08,E,D1,R10,PSG,(F),Stade de Reims,0-0,90,0,356,244
2022/23,2022-10-11,E,UCL,H,PSG,(C),Benfica,1-1,90,1,357,245
2022/23,2022-10-16,V,D1,R11,PSG,(C),Marseille,1-0,90,0,358,245
2022/23,2022-10-21,V,D1,R12,PSG,(F),AC Ajaccio,0-3,83,2,359,247
2022/23,2022-10-25,V,UCL,H,PSG,(C),Maccabi Haifa,7-2,79,2,360,249
2022/23,2022-10-29,V,D1,R13,PSG,(C),Troyes,4-3,90,1,361,250
2022/23,2022-11-02,V,UCL,H,PSG,(F),Juventus,1-2,90,1,362,251
2022/23,2022-11-06,V,D1,R14,PSG,(F),FC Lorient,1-2,85,0,363,251
2022/23,2022-11-13,V,D1,R15,PSG,(C),Auxerre,5-0,90,1,364,252
2022/23,2022-11-22,V,CM,D,França,(N),Austrália,4-1,90,1,365,253
2022/23,2022-11-26,V,CM,D,França,(N),Dinamarca,2-1,90,2,366,255
2022/23,2022-11-30,D,CM,D,França,(N),Tunísia,1-0,27,0,367,255
2022/23,2022-12-04,V,CM,1/8,França,(N),Polônia,3-1,90,2,368,257
2022/23,2022-12-10,V,CM,QF,França,(N),Inglaterra,1-2,90,0,369,257
2022/23,2022-12-14,V,CM,SF,França,(N),Marrocos,2-0,90,0,370,257
2022/23,2022-12-18,E,CM,F,França,(F),Argentina,3-3 (4-2)g.p.,120,3,371,260
2022/23,2022-12-28,V,D1,R16,PSG,(C),Strasbourg,2-1,90,1,372,261
2022/23,2023-01-01,D,D1,R17,PSG,(F),Lens,3-1,90,0,373,261
2022/23,2023-01-15,D,D1,R19,PSG,(F),Rennes,1-0,35,0,374,261
2022/23,2023-01-23,V,CF,1/16,PSG,(N),US Pays de Cassel,0-7,90,5,375,266
2022/23,2023-01-29,E,D1,R20,PSG,(C),Stade de Reims,1-1,90,0,376,266
2022/23,2023-02-01,V,D1,R21,PSG,(F),Montpellier,1-3,21,0,377,266
2022/23,2023-02-14,D,UCL,1/8,PSG,(C),Bayern München,0-1,33,0,378,266
2022/23,2023-02-19,V,D1,R24,PSG,(C),Lille,4-3,90,2,379,268
2022/23,2023-02-26,V,D1,R25,PSG,(F),Marseille,0-3,90,2,380,270
2022/23,2023-03-04,V,D1,R26,PSG,(C),Nantes,4-2,90,1,381,271
2022/23,2023-03-08,D,UCL,1/8,PSG,(F),Bayern München,2-0,90,0,382,271
2022/23,2023-03-11,V,D1,R27,PSG,(F),Brest,1-2,90,1,383,272
2022/23,2023-03-19,D,D1,R28,PSG,(C),Rennes,0-2,90,0,384,272
2022/23,2023-03-24,V,EE,B,França,(C),Holanda,4-0,90,2,385,274
2022/23,2023-03-27,V,EE,B,França,(F),Rep. Irlanda,0-1,90,0,386,274
2022/23,2023-04-02,D,D1,R29,PSG,(C),Lyon,0-1,90,0,387,274
2022/23,2023-04-08,V,D1,R30,PSG,(F),Nice,0-2,90,0,388,274
2022/23,2023-04-15,V,D1,R31,PSG,(C),Lens,3-1,90,1,389,275
2022/23,2023-04-21,V,D1,R32,PSG,(F),Angers,1-2,90,2,390,277
2022/23,2023-04-30,D,D1,R33,PSG,(C),FC Lorient,1-3,90,1,391,278
2022/23,2023-05-07,V,D1,R34,PSG,(F),Troyes,1-3,90,1,392,279
2022/23,2023-05-13,V,D1,R35,PSG,(C),AC Ajaccio,5-0,90,2,393,281
2022/23,2023-05-21,V,D1,R36,PSG,(F),Auxerre,1-2,90,2,394,283
2022/23,2023-05-27,E,D1,R37,PSG,(F),Strasbourg,1-1,90,0,395,283
2022/23,2023-06-03,D,D1,R38,PSG,(C),Clermont,2-3,90,1,396,284
2022/23,2023-06-16,V,EE,B,França,(F),Gibraltar,0-3,90,1,397,285
2022/23,2023-06-19,V,EE,B,França,(C),Grécia,1-0,90,1,398,286
2023/24,2023-08-19,E,D1,R2,PSG,(F),Toulouse,1-1,39,1,399,287
2023/24,2023-08-26,V,D1,R3,PSG,(C),Lens,3-1,90,2,400,289
2023/24,2023-09-03,V,D1,R4,PSG,(F),Lyon,1-4,90,2,401,291
2022/23,2023-09-07,V,EE,B,França,(C),Rep. Irlanda,2-0,90,0,402,291
2023/24,2023-09-15,D,D1,R5,PSG,(C),Nice,2-3,90,2,403,293
2023/24,2023-09-19,V,UCL,F,PSG,(C),Borussia Dortmund,2-0,90,1,404,294
2023/24,2023-09-24,V,D1,R6,PSG,(C),Marseille,4-0,32,0,405,294
2023/24,2023-09-30,E,D1,R7,PSG,(F),Clermont,0-0,90,0,406,294
2023/24,2023-10-04,D,UCL,F,PSG,(F),Newcastle,4-1,90,0,407,294
2023/24,2023-10-08,V,D1,R8,PSG,(F),Rennes,1-3,90,0,408,294
2022/23,2023-10-13,V,EE,B,França,(F),Holanda,1-2,90,2,409,296
2022/23,2023-10-17,V,AMI,JA,França,(C),Escócia,4-1,87,1,410,297
2023/24,2023-10-21,V,D1,R9,PSG,(C),Strasbourg,3-0,90,1,411,298
2023/24,2023-10-25,V,UCL,F,PSG,(C),Milan,3-0,90,1,412,299
2023/24,2023-10-29,V,D1,R10,PSG,(F),Brest,2-3,90,2,413,301
2023/24,2023-11-03,V,D1,R11,PSG,(C),Montpellier,3-0,90,0,414,301
2023/24,2023-11-07,D,UCL,F,PSG,(F),Milan,2-1,90,0,415,301
2023/24,2023-11-11,V,D1,R12,PSG,(F),Stade de Reims,0-3,90,3,416,304
2022/23,2023-11-18,V,EE,B,França,(C),Gibraltar,14-0,90,3,417,307
2022/23,2023-11-21,E,EE,B,França,(F),Grécia,2-2,26,0,418,307
2023/24,2023-11-24,V,D1,R13,PSG,(C),Monaco,5-2,90,1,419,308
2023/24,2023-11-28,E,UCL,F,PSG,(C),Newcastle,1-1,90,1,420,309
2023/24,2023-12-03,V,D1,R14,PSG,(F),Le Havre,0-2,90,1,421,310
2023/24,2023-12-09,V,D1,R15,PSG,(C),Nantes,2-1,90,0,422,310
2023/24,2023-12-13,E,UCL,F,PSG,(F),Borussia Dortmund,1-1,90,0,423,310
2023/24,2023-12-17,E,D1,R16,PSG,(F),Lille,1-1,90,1,424,311
2023/24,2023-12-20,V,D1,R17,PSG,(C),Metz,3-1,90,2,425,313
2023/24,2024-01-03,V,TC,F,PSG,(N),Toulouse,2-0,90,1,426,314
2023/24,2024-01-07,V,CF,1/32,PSG,(F),US Revel,0-9,90,3,427,317
2023/24,2024-01-14,V,D1,R18,PSG,(F),Lens,0-2,90,1,428,318
2023/24,2024-01-20,V,CF,1/16,PSG,(F),US Orléans,1-4,90,2,429,320
2023/24,2024-01-28,E,D1,R19,PSG,(C),Brest,2-2,90,0,430,320
2023/24,2024-02-02,V,D1,R20,PSG,(F),Strasbourg,1-2,90,1,431,321
2023/24,2024-02-07,V,CF,1/8,PSG,(C),Brest,3-1,90,1,432,322
2023/24,2024-02-14,V,UCL,1/8,PSG,(C),Real Sociedad,2-0,90,1,433,323
2023/24,2024-02-17,V,D1,R22,PSG,(F),Nantes,0-2,28,1,434,324
2023/24,2024-02-25,E,D1,R23,PSG,(C),Rennes,1-1,65,0,435,324
2023/24,2024-03-01,E,D1,R24,PSG,(F),Monaco,0-0,45,0,436,324
2023/24,2024-03-05,V,UCL,1/8,PSG,(F),Real Sociedad,1-2,90,2,437,326
2023/24,2024-03-10,E,D1,R25,PSG,(C),Stade de Reims,2-2,17,0,438,326
2023/24,2024-03-13,V,CF,QF,PSG,(C),Nice,3-1,90,1,439,327
2023/24,2024-03-17,V,D1,R26,PSG,(F),Montpellier,2-6,90,3,440,330
2023/24,2024-03-23,D,AMI,JA,França,(C),Alemanha,0-2,90,0,441,330
2023/24,2024-03-26,V,AMI,JA,França,(C),Chile,3-2,90,0,442,330
2023/24,2024-03-31,V,D1,R27,PSG,(F),Marseille,0-2,65,0,443,330
2023/24,2024-04-03,V,CF,SF,PSG,(C),Rennes,1-0,90,1,444,331
2023/24,2024-04-06,E,D1,R28,PSG,(C),Clermont,1-1,23,0,445,331
2023/24,2024-04-10,D,UCL,QF,PSG,(C),Barcelona,2-3,90,0,446,331
2023/24,2024-04-16,V,UCL,QF,PSG,(F),Barcelona,1-4,90,2,447,333
2023/24,2024-04-24,V,D1,R29,PSG,(F),FC Lorient,1-4,90,2,448,335
2023/24,2024-04-27,E,D1,R31,PSG,(C),Le Havre,3-3,45,0,449,335
2023/24,2024-05-01,D,UCL,SF,PSG,(F),Borussia Dortmund,1-0,90,0,450,335
2023/24,2024-05-07,D,UCL,SF,PSG,(C),Borussia Dortmund,0-1,90,0,451,335
2023/24,2024-05-12,D,D1,R33,PSG,(C),Toulouse,1-3,90,1,452,336
2023/24,2024-05-25,V,CF,F,PSG,(N),Lyon,1-2,90,0,453,336
2023/24,2024-06-05,V,AMI,JA,França,(C),Luxemburgo,3-0,90,1,454,337
2023/24,2024-06-09,E,AMI,JA,França,(C),Canadá,0-0,16,0,455,337
2023/24,2024-06-17,V,EU,D,França,(N),Áustria,0-1,90,0,456,337
2023/24,2024-06-25,E,EU,D,França,(N),Polônia,1-1,90,1,457,338
2023/24,2024-07-01,V,EU,1/8,França,(N),Bélgica,1-0,90,0,458,338
2023/24,2024-07-05,E,EU,QF,França,(N),Portugal,0-0 (3-5)g.p.,106,0,459,338
2023/24,2024-07-09,D,EU,SF,França,(N),Espanha,2-1,90,0,460,338
2024/25,2024-08-14,V,SCE,F,Real Madrid,(N),Atalanta,2-0,83,1,461,339
2024/25,2024-08-18,E,D1,R1,Real Madrid,(F),Mallorca,1-1,90,0,462,339
2024/25,2024-08-25,V,D1,R2,Real Madrid,(C),Valladolid,3-0,86,0,463,339
2024/25,2024-08-29,E,D1,R3,Real Madrid,(F),Las Palmas,1-1,90,0,464,339
2024/25,2024-09-01,V,D1,R4,Real Madrid,(C),Real Betis,2-0,84,2,465,341
2024/25,2024-09-06,D,UNL,2,França,(C),Itália,1-3,90,0,466,341
2024/25,2024-09-09,V,UNL,2,França,(C),Bélgica,2-0,23,0,467,341
2024/25,2024-09-14,V,D1,R5,Real Madrid,(F),Real Sociedad,0-2,90,1,468,342
2024/25,2024-09-17,V,UCL,L,Real Madrid,(C),Stuttgart,3-1,90,1,469,343
2024/25,2024-09-21,V,D1,R6,Real Madrid,(C),Espanyol,4-1,90,1,470,344
2024/25,2024-09-24,V,D1,R7,Real Madrid,(C),Alavés,3-2,80,1,471,345
2024/25,2024-10-02,D,UCL,L,Real Madrid,(F),Lille,1-0,33,0,472,345
2024/25,2024-10-05,V,D1,R9,Real Madrid,(C),Villarreal,2-0,71,0,473,345
2024/25,2024-10-19,V,D1,R10,Real Madrid,(F),Celta de Vigo,1-2,82,1,474,346
2024/25,2024-10-22,V,UCL,L,Real Madrid,(C),Borussia Dortmund,5-2,90,0,475,346
2024/25,2024-10-26,D,D1,R11,Real Madrid,(C),Barcelona,0-4,90,0,476,346
2024/25,2024-11-05,D,UCL,L,Real Madrid,(C),Milan,1-3,90,0,477,346
2024/25,2024-11-09,V,D1,R13,Real Madrid,(C),Osasuna,4-0,90,0,478,346
2024/25,2024-11-24,V,D1,R14,Real Madrid,(F),Leganés,0-3,83,1,479,347
2024/25,2024-11-27,D,UCL,L,Real Madrid,(F),Liverpool,2-0,90,0,480,347
2024/25,2024-12-01,V,D1,R15,Real Madrid,(C),Getafe,2-0,90,1,481,348
2024/25,2024-12-04,D,D1,R19,Real Madrid,(F),Athletic Bilbao,2-1,90,0,482,348
2024/25,2024-12-07,V,D1,R16,Real Madrid,(F),Girona,0-3,81,1,483,349
2024/25,2024-12-10,V,UCL,L,Real Madrid,(F),Atalanta,2-3,36,1,484,350
2024/25,2024-12-18,V,FIC,F,Real Madrid,(N),Pachuca,3-0,62,1,485,351
2024/25,2024-12-22,V,D1,R18,Real Madrid,(C),Sevilla,4-2,90,1,486,352
2024/25,2025-01-03,V,D1,R12,Real Madrid,(F),Valencia,1-2,90,0,487,352
2024/25,2025-01-06,V,CR,1/16,Real Madrid,(F),Deportiva Minera,0-5,27,0,488,352
2024/25,2025-01-09,V,SC,SF,Real Madrid,(N),Mallorca,3-0,90,0,489,352
2024/25,2025-01-12,D,SC,F,Real Madrid,(N),Barcelona,2-5,90,1,490,353
2024/25,2025-01-16,V,CR,1/8,Real Madrid,(C),Celta de Vigo,5-2 (a.p.),79,1,491,354
2024/25,2025-01-19,V,D1,R20,Real Madrid,(C),Las Palmas,4-1,90,2,492,356
2024/25,2025-01-22,V,UCL,L,Real Madrid,(C),Red Bull Salzburg,5-1,71,1,493,357
2024/25,2025-01-25,V,D1,R21,Real Madrid,(F),Valladolid,0-3,90,3,494,360
2024/25,2025-01-29,V,UCL,L,Real Madrid,(F),Brest,0-3,90,0,495,360
2024/25,2025-02-01,D,D1,R22,Real Madrid,(F),Espanyol,1-0,90,0,496,360
2024/25,2025-02-08,E,D1,R23,Real Madrid,(C),Atlético de Madrid,1-1,90,1,497,361
2024/25,2025-02-11,V,UCL,POff,Real Madrid,(F),Manchester City,2-3,90,1,498,362
2024/25,2025-02-15,E,D1,R24,Real Madrid,(F),Osasuna,1-1,90,1,499,363
2024/25,2025-02-19,V,UCL,POff,Real Madrid,(C),Manchester City,3-1,78,3,500,366
2024/25,2025-02-23,V,D1,R25,Real Madrid,(C),Girona,2-0,90,0,501,366
2024/25,2025-03-01,D,D1,R26,Real Madrid,(F),Real Betis,2-1,75,0,502,366
2024/25,2025-03-04,V,UCL,1/8,Real Madrid,(C),Atlético de Madrid,2-1,90,0,503,366
2024/25,2025-03-09,V,D1,R27,Real Madrid,(C),Rayo Vallecano,2-1,79,1,504,367
2024/25,2025-03-12,D,UCL,1/8,Real Madrid,(F),Atlético de Madrid,1-0 (2-4)g.p.,120,0,505,367
2024/25,2025-03-15,V,D1,R28,Real Madrid,(F),Villarreal,1-2,90,2,506,369
2024/25,2025-03-20,D,UNL,QF,França,(F),Croácia,2-0,90,0,507,369
2024/25,2025-03-23,V,UNL,QF,França,(C),Croácia,2-0 (5-4)g.p.,120,0,508,369
2024/25,2025-03-29,V,D1,R29,Real Madrid,(C),Leganés,3-2,90,2,509,371
2024/25,2025-04-01,E,CR,SF,Real Madrid,(C),Real Sociedad,4-4 (a.p.),54,0,510,371
2024/25,2025-04-05,D,D1,R30,Real Madrid,(C),Valencia,1-2,90,0,511,371
2024/25,2025-04-08,D,UCL,QF,Real Madrid,(F),Arsenal,3-0,90,0,512,371
2024/25,2025-04-13,V,D1,R31,Real Madrid,(F),Alavés,0-1,38,0,513,371
2024/25,2025-04-16,D,UCL,QF,Real Madrid,(C),Arsenal,1-2,75,0,514,371
2024/25,2025-04-26,D,CR,F,Real Madrid,(N),Barcelona,3-2 (a.p.),75,1,515,372
2024/25,2025-05-04,V,D1,R34,Real Madrid,(C),Celta de Vigo,3-2,90,2,516,374
2024/25,2025-05-11,D,D1,R35,Real Madrid,(F),Barcelona,4-3,90,3,517,377
2024/25,2025-05-14,V,D1,R36,Real Madrid,(C),Mallorca,2-1,90,1,518,378
2024/25,2025-05-18,V,D1,R37,Real Madrid,(F),Sevilla,0-2,90,1,519,379
2024/25,2025-05-24,V,D1,R38,Real Madrid,(C),Real Sociedad,2-0,90,2,520,381
2024/25,2025-06-05,D,UNL,SF,França,(N),Espanha,5-4,90,1,521,382
2024/25,2025-06-08,V,UNL,3/4,França,(N),Alemanha,0-2,90,1,522,383
2024/25,2025-07-01,V,MC,1/8,Real Madrid,(N),Juventus,1-0,22,0,523,383
2024/25,2025-07-05,V,MC,QF,Real Madrid,(N),Borussia Dortmund,3-2,23,1,524,384
2024/25,2025-07-09,D,MC,SF,Real Madrid,(N),PSG,4-0,90,0,525,384
2025/26,2025-08-19,V,D1,R1,Real Madrid,(C),Osasuna,1-0,90,1,526,385
2025/26,2025-08-24,V,D1,R2,Real Madrid,(F),Real Oviedo,0-3,87,2,527,387
2025/26,2025-08-30,V,D1,R3,Real Madrid,(C),Mallorca,2-1,90,0,528,387
2025/26,2025-09-05,V,ECM,D,França,(F),Ucrânia,0-2,90,1,529,388
2025/26,2025-09-09,V,ECM,D,França,(C),Islândia,2-1,90,1,530,389
2025/26,2025-09-13,V,D1,R4,Real Madrid,(F),Real Sociedad,1-2,90,1,531,390
2025/26,2025-09-16,V,UCL,F,Real Madrid,(C),Marseille,2-1,90,2,532,392
2025/26,2025-09-20,V,D1,R5,Real Madrid,(C),Espanyol,2-0,89,1,533,393
2025/26,2025-09-23,V,D1,R6,Real Madrid,(F),Levante,1-4,82,2,534,395
2025/26,2025-09-27,D,D1,R7,Real Madrid,(F),Atlético de Madrid,5-2,90,1,535,396
2025/26,2025-09-30,V,UCL,F,Real Madrid,(F),Kairat,0-5,81,3,536,399
2025/26,2025-10-04,V,D1,R8,Real Madrid,(C),Villarreal,3-1,83,1,537,400
2025/26,2025-10-10,V,ECM,D,França,(C),Azerbaijão,3-0,83,1,538,401
2025/26,2025-10-19,V,D1,R9,Real Madrid,(F),Getafe,0-1,90,1,539,402
2025/26,2025-10-22,V,UCL,F,Real Madrid,(C),Juventus,1-0,90,0,540,402
2025/26,2025-10-26,V,D1,R10,Real Madrid,(C),Barcelona,2-1,90,1,541,403
2025/26,2025-11-01,V,D1,R11,Real Madrid,(C),Valencia,4-0,79,2,542,405
2025/26,2025-11-04,D,UCL,F,Real Madrid,(F),Liverpool,1-0,90,0,543,405
2025/26,2025-11-09,E,D1,R12,Real Madrid,(F),Rayo Vallecano,0-0,90,0,544,405
2025/26,2025-11-13,V,ECM,D,França,(C),Ucrânia,4-0,90,2,545,407
2025/26,2025-11-23,E,D1,R13,Real Madrid,(F),Elche,2-2,90,0,546,407
2025/26,2025-11-26,V,UCL,F,Real Madrid,(F),Olympiacos,3-4,90,4,547,411
2025/26,2025-11-30,E,D1,R14,Real Madrid,(F),Girona,1-1,90,1,548,412
2025/26,2025-12-03,V,D1,R19,Real Madrid,(F),Athletic Bilbao,0-3,78,2,549,414
2025/26,2025-12-07,D,D1,R15,Real Madrid,(C),Celta de Vigo,0-2,90,0,550,414
2025/26,2025-12-14,V,D1,R16,Real Madrid,(F),Alavés,1-2,90,1,551,415
2025/26,2025-12-17,V,CR,1/16,Real Madrid,(F),Talavera CF,2-3,90,2,552,417
2025/26,2025-12-20,V,D1,R17,Real Madrid,(C),Sevilla,2-0,90,1,553,418
2025/26,2026-01-11,D,SC,F,Real Madrid,(N),Barcelona,3-2,14,0,554,418
2025/26,2026-01-17,V,D1,R20,Real Madrid,(C),Levante,2-0,90,1,555,419
2025/26,2026-01-20,V,UCL,F,Real Madrid,(C),Monaco,6-1,90,2,556,421
2025/26,2026-01-24,V,D1,R21,Real Madrid,(F),Villarreal,0-2,90,2,557,423
2025/26,2026-01-28,D,UCL,F,Real Madrid,(F),Benfica,4-2,90,2,558,425
2025/26,2026-02-01,V,D1,R22,Real Madrid,(C),Rayo Vallecano,2-1,90,1,559,426
2025/26,2026-02-08,V,D1,R23,Real Madrid,(F),Valencia,0-2,90,1,560,427
2025/26,2026-02-17,V,UCL,POff,Real Madrid,(F),Benfica,0-1,90,0,561,427
2025/26,2026-02-21,D,D1,R25,Real Madrid,(F),Osasuna,2-1,90,0,562,427
2025/26,2026-03-17,V,UCL,1/8,Real Madrid,(F),Manchester City,1-2,21,0,563,427
2025/26,2026-03-22,V,D1,R29,Real Madrid,(C),Atlético de Madrid,3-2,26,0,564,427
2025/26,2026-03-26,V,AMI,JA,França,(N),Brasil,1-2,66,1,565,428
2025/26,2026-03-29,V,AMI,JA,França,(F),Colômbia,1-3,12,0,566,428
2025/26,2026-04-04,D,D1,R30,Real Madrid,(F),Mallorca,2-1,90,0,567,428
2025/26,2026-04-07,D,UCL,QF,Real Madrid,(C),Bayern München,1-2,90,1,568,429
2025/26,2026-04-10,E,D1,R31,Real Madrid,(C),Girona,1-1,90,0,569,429
2025/26,2026-04-15,D,UCL,QF,Real Madrid,(F),Bayern München,4-3,90,1,570,430
2025/26,2026-04-21,V,D1,R33,Real Madrid,(C),Alavés,2-1,90,1,571,431
2025/26,2026-04-24,E,D1,R32,Real Madrid,(F),Real Betis,1-1,81,0,572,431
2025/26,2026-05-14,V,D1,R36,Real Madrid,(C),Real Oviedo,2-0,21,0,573,431
2025/26,2026-05-17,V,D1,R37,Real Madrid,(F),Sevilla,0-1,90,0,574,431
